,Rowid_,VALUE,COUNT,ISO_AG11_15,GT_DEM,PMEAN_ALL,TMAX8,TMEAN_ALL,DTMEAN8_12,P_N,INT_CNL_EUC,R2
236965,,236966,1,47,740,91,302,126,145,0,112999992,1
237008,,237009,1,50,19,44,343,165,174,0,9000000,1
237015,,237016,1,50,52,51,340,163,178,0,4000000,1
237089,,237090,1,34,283,97,254,126,97,0,601000000,1
237178,,237179,1,34,520,105,266,120,111,0,377000032,1
237284,,237285,1,47,377,82,329,141,155,0,1000000,1
237336,,237337,1,68,97,58,338,161,176,0,0,1
237389,,237390,1,68,276,54,342,150,167,0,26000000,1
237549,,237550,1,47,373,86,318,135,151,0,13000000,1
237569,,237570,1,68,360,62,336,146,163,0,98000000,1
237570,,237571,1,68,444,61,336,146,164,0,85000008,1
237591,,237592,1,50,9,41,344,164,173,0,0,1
237610,,237611,1,68,349,74,330,154,172,0,1000000,1
237662,,237663,1,50,22,38,351,162,171,0,4999999,1
237695,,237696,1,7,296,100,230,118,82,0,1156000000,1
237736,,237737,1,68,587,61,335,147,162,0,105999992,1
237892,,237893,1,40,63,86,300,146,119,0,13000000,1
238151,,238152,1,40,168,96,289,139,116,0,74000000,1
238162,,238163,1,47,1072,93,293,124,140,0,19999998,1
238172,,238173,1,47,288,66,334,148,156,0,135999984,1
238174,,238175,1,68,319,61,337,149,161,0,260000000,1
238239,,238240,1,40,79,86,301,144,123,0,53000000,1
238274,,238275,1,50,12,39,350,162,171,0,4000000,1
238287,,238288,1,50,14,41,342,164,172,0,0,1
238324,,238325,1,40,54,87,296,144,118,0,67999992,1
238544,,238545,1,50,27,40,350,162,171,0,1000000,1
238663,,238664,1,68,486,82,324,149,167,0,1000000,1
238666,,238667,1,68,385,73,333,154,172,0,4999999,1
238707,,238708,1,68,154,57,340,153,159,0,169000000,1
238742,,238743,1,50,15,41,340,164,171,0,0,1
238833,,238834,1,50,64,48,339,164,172,0,0,1
238884,,238885,1,47,348,83,315,141,145,0,4999999,1
238932,,238933,1,50,44,47,339,164,171,0,0,1
238935,,238936,1,68,112,54,337,161,172,0,1000000,1
238956,,238957,1,40,24,84,284,140,110,0,13000000,1
239104,,239105,1,50,9,39,346,162,169,0,0,1
239156,,239157,1,40,360,93,304,138,133,0,81999992,1
239206,,239207,1,50,74,48,338,163,171,0,4000000,1
239343,,239344,1,36,299,67,329,148,152,0,53000000,1
239393,,239394,1,68,268,69,332,154,171,0,0,1
239424,,239425,1,40,171,73,316,148,135,0,16999998,1
239485,,239486,1,39,157,102,268,130,104,0,52000000,1
239805,,239806,1,39,92,90,274,134,107,0,26000000,1
239959,,239960,1,25,61,84,277,135,107,0,9000000,1
240008,,240009,1,50,4,38,340,161,165,0,0,1
240025,,240026,1,50,91,48,338,162,168,0,2000000,1
240060,,240061,1,47,382,71,320,146,146,0,137000000,1
240167,,240168,1,50,22,41,336,163,166,0,9000000,1
240269,,240270,1,39,91,86,261,132,97,0,96999992,1
240301,,240302,1,40,227,57,330,153,152,0,170000016,1
240368,,240369,1,40,456,88,298,138,132,0,137000000,1
240441,,240442,1,40,206,92,286,135,119,0,2000000,1
240500,,240501,1,68,337,60,336,157,170,0,73000000,1
240591,,240592,1,68,442,70,337,151,173,0,1000000,1
240599,,240600,1,39,70,84,263,132,98,0,100000000,1
240699,,240700,1,47,299,66,320,148,147,0,125000000,1
240765,,240766,1,40,373,74,309,144,139,0,60999996,1
240811,,240812,1,13,66,84,255,131,92,0,194000016,1
240863,,240864,1,50,2,38,333,159,163,0,2000000,1
240908,,240909,1,47,325,64,321,149,152,0,65000000,1
240929,,240930,1,68,262,59,335,156,169,0,16999998,1
241000,,241001,1,68,422,71,333,149,170,0,4999999,1
241018,,241019,1,40,539,88,289,135,127,0,104000000,1
241068,,241069,1,13,19,79,252,132,90,0,170000016,1
241112,,241113,1,50,46,49,341,161,164,0,2000000,1
241209,,241210,1,50,8,38,335,158,160,0,0,1
241223,,241224,1,68,346,63,334,153,170,0,29000002,1
241413,,241414,1,25,85,68,264,136,95,0,4999999,1
241462,,241463,2,50,2,37,333,157,159,0,0,1
241485,,241486,1,68,389,71,333,147,171,0,65000000,1
241531,,241532,1,50,58,51,336,158,160,0,4999999,1
241768,,241769,1,25,32,60,299,146,119,0,40999996,1
241862,,241863,1,50,18,45,333,158,157,0,0,1
241981,,241982,1,50,61,44,336,161,164,0,9000000,1
242013,,242014,1,25,69,63,285,142,111,0,8000000,1
242244,,242245,1,50,61,44,337,161,166,0,2000000,1
242250,,242251,1,68,284,58,337,155,168,0,9000000,1
242255,,242256,1,68,535,71,335,146,171,0,2000000,1
242297,,242298,1,36,144,58,306,149,137,0,9000000,1
242692,,242693,1,50,34,40,333,160,162,0,4999999,1
243215,,243216,1,36,11,37,305,154,140,0,0,1
243399,,243400,1,50,67,42,334,160,162,0,19999998,1
243439,,243440,2,36,1,44,290,151,127,0,0,1
243620,,243621,1,50,91,44,338,161,165,0,16999998,1
243697,,243698,1,68,182,49,339,159,167,0,26000000,1
243819,,243820,1,50,87,43,335,160,164,0,10000000,1
243938,,243939,1,36,39,34,315,154,148,0,25000000,1
244126,,244127,1,50,1,34,325,155,155,1,0,1
244259,,244260,1,50,61,41,336,160,164,0,25000000,1
244499,,244500,1,50,12,36,324,154,153,1,4999999,1
244613,,244614,3,50,24,37,327,156,157,0,0,1
244719,,244720,1,50,15,37,324,154,154,0,2000000,1
244767,,244768,1,36,68,39,289,149,128,0,0,1
244864,,244865,1,12,165,61,242,140,90,0,79999992,1
245203,,245204,1,50,167,40,341,161,169,0,45000004,1
245243,,245244,1,68,103,38,338,160,166,0,65000000,1
245305,,245306,1,68,330,63,337,148,172,0,112999992,1
245370,,245371,1,36,387,42,305,149,139,0,33999996,1
245419,,245420,1,12,233,57,248,140,94,0,85000008,1
245568,,245569,1,68,265,50,343,155,172,0,33999996,1
245708,,245709,1,36,198,35,310,150,142,0,37000004,1
245777,,245778,1,50,13,32,330,159,162,0,13000000,1
245816,,245817,1,36,225,41,291,147,125,0,79999992,1
245831,,245832,1,36,18,26,319,157,154,0,1000000,1
245897,,245898,1,50,54,32,337,161,168,0,9000000,1
245937,,245938,1,36,169,33,313,151,144,0,45000004,1
246184,,246185,1,50,60,31,338,161,169,0,4999999,1
246446,,246447,1,68,535,64,339,146,175,0,33999996,1
246472,,246473,1,37,190,34,321,151,149,0,40000000,1
246762,,246763,1,36,167,31,315,151,140,0,1000000,1
246857,,246858,1,50,30,28,337,162,167,0,0,1
246931,,246932,1,68,208,43,345,158,172,0,79999992,1
247086,,247087,1,36,126,30,305,150,131,0,1000000,1
247119,,247120,1,50,62,30,342,163,172,0,0,1
247362,,247363,1,27,394,48,295,145,127,0,4999999,1
247517,,247518,1,36,257,31,332,154,160,0,25000000,1
247592,,247593,1,45,290,32,332,153,160,0,32000002,1
247603,,247604,4,50,6,23,335,161,165,0,0,1
247712,,247713,1,68,455,61,344,147,177,0,2000000,1
248025,,248026,1,10,149,57,208,128,65,0,9000000,1
248131,,248132,1,58,847,51,308,137,151,0,178000000,1
248155,,248156,1,50,28,23,335,161,164,0,0,1
248219,,248220,1,37,203,29,335,155,163,0,13000000,1
248222,,248223,1,50,65,23,335,159,164,0,0,1
248394,,248395,1,50,23,23,335,161,164,0,0,1
248446,,248447,1,27,342,41,304,148,130,0,121000000,1
248457,,248458,1,24,948,51,307,135,152,0,324999968,1
248564,,248565,1,50,61,29,342,163,173,0,4999999,1
248648,,248649,1,68,282,46,347,156,177,0,65000000,1
248765,,248766,1,24,583,43,326,146,158,0,129999992,1
248908,,248909,1,36,292,46,302,147,131,0,125000000,1
248944,,248945,1,50,19,23,338,163,168,0,2000000,1
249006,,249007,1,50,27,23,337,162,166,0,0,1
249026,,249027,1,50,90,32,345,163,175,0,10000000,1
249088,,249089,1,50,18,23,338,164,169,0,0,1
249125,,249126,1,13,369,66,240,131,87,0,74000000,1
249204,,249205,1,46,499,52,306,142,140,0,268999968,1
249260,,249261,1,68,605,62,341,146,179,0,324000000,1
249304,,249305,1,58,792,44,326,144,161,0,129999992,1
249466,,249467,1,24,850,49,314,139,152,0,628000000,1
249673,,249674,1,50,65,30,344,164,175,0,4999999,1
249723,,249724,1,58,758,52,308,138,146,0,225000000,1
249728,,249729,1,24,812,49,315,140,151,0,565000000,1
249729,,249730,1,24,855,49,314,138,153,0,610000000,1
249809,,249810,1,24,774,47,317,143,149,0,464000032,1
249902,,249903,1,50,121,25,338,159,168,0,4000000,1
250028,,250029,1,13,328,70,232,128,78,0,16000000,1
250271,,250272,1,68,643,65,339,144,179,0,337999968,1
250309,,250310,1,50,118,25,339,160,168,0,4999999,1
250412,,250413,1,50,123,37,349,162,180,0,9000000,1
250524,,250525,1,13,311,71,252,133,93,0,65000000,1
250631,,250632,1,41,504,74,269,135,107,0,13000000,1
250640,,250641,1,46,747,53,306,139,140,0,101000008,1
250653,,250654,1,24,532,39,331,148,161,0,297999968,1
250701,,250702,1,68,376,63,340,145,179,0,185000000,1
250713,,250714,1,188,1777,16,290,89,199,0,16999998,1
250786,,250787,1,50,90,30,346,164,177,0,1000000,1
250948,,250949,1,50,100,25,339,161,169,0,4000000,1
251154,,251155,1,50,91,32,347,163,178,0,1000000,1
251245,,251246,1,50,61,28,344,164,177,0,1000000,1
251264,,251265,1,188,1682,16,299,96,201,0,10000000,1
251304,,251305,1,58,853,50,308,134,148,0,180000016,1
251382,,251383,1,41,738,77,274,133,111,0,45000004,1
251394,,251395,1,36,330,47,303,148,129,0,2000000,1
251675,,251676,1,13,126,64,250,137,88,0,109000000,1
251679,,251680,1,41,326,70,265,137,99,0,96999992,1
251697,,251698,1,46,617,50,311,143,140,0,53000000,1
251714,,251715,1,24,530,38,333,147,165,0,208000000,1
251768,,251769,1,13,539,82,246,125,91,0,40999996,1
251925,,251926,1,50,92,28,346,163,178,0,1000000,1
251991,,251992,1,24,444,40,325,148,152,0,505000000,1
252041,,252042,1,68,255,40,350,158,181,0,117000008,1
252175,,252176,1,46,585,48,315,142,143,0,116000008,1
252208,,252209,1,50,58,25,342,164,176,0,0,1
252213,,252214,1,50,61,27,345,163,177,0,0,1
252257,,252258,1,41,625,66,286,133,122,0,64000000,1
252368,,252369,1,45,135,26,335,159,169,0,65000000,1
252440,,252441,1,36,297,52,292,144,121,0,40000000,1
252610,,252611,1,68,313,43,350,156,183,0,212000000,1
252693,,252694,1,50,29,21,341,164,174,0,1000000,1
252803,,252804,1,50,87,29,349,163,178,0,4000000,1
252928,,252929,1,12,162,59,261,139,96,0,260999984,1
252966,,252967,1,50,189,24,334,161,170,0,13000000,1
253111,,253112,1,68,548,59,344,149,182,0,234000000,1
253240,,253241,1,45,229,27,333,156,165,0,65000000,1
253319,,253320,1,36,119,43,290,148,118,0,18000000,1
253337,,253338,1,24,496,35,331,148,161,0,200000000,1
253649,,253650,1,24,495,49,351,156,184,0,505000000,1
253689,,253690,1,24,486,34,330,148,157,0,243999984,1
253968,,253969,1,45,447,33,329,149,157,0,162000000,1
254003,,254004,1,50,115,30,355,163,184,0,40000000,1
254095,,254096,1,24,494,50,349,155,183,0,554000000,1
254225,,254226,1,50,32,19,342,165,175,0,0,1
254248,,254249,1,68,124,31,355,163,184,0,81000000,1
254255,,254256,1,24,243,41,354,159,184,0,442000032,1
254294,,254295,1,27,44,35,290,149,115,0,0,1
254325,,254326,2,50,50,23,349,164,179,0,0,1
254373,,254374,1,20,13,40,244,141,84,0,10000000,1
254548,,254549,1,19,128,38,272,145,102,0,36000000,1
254604,,254605,1,50,170,31,356,163,184,0,50000000,1
254618,,254619,1,24,482,52,347,153,182,0,448999968,1
254846,,254847,1,50,61,19,338,164,173,0,1000000,1
254913,,254914,1,27,59,31,288,149,113,0,4000000,1
254926,,254927,1,45,192,22,329,158,163,0,65000000,1
255258,,255259,2,50,42,17,342,165,173,0,0,1
255272,,255273,1,50,59,23,352,164,182,0,0,1
255301,,255302,1,68,606,53,345,153,181,0,256000000,1
255449,,255450,1,45,176,19,337,159,170,0,50000000,1
255689,,255690,1,50,77,24,354,165,184,0,0,1
255832,,255833,1,188,1341,16,337,127,200,0,1000000,1
255833,,255834,1,188,1370,12,341,127,206,0,4000000,1
255859,,255860,1,27,96,29,281,146,106,0,1000000,1
255945,,255946,1,188,1280,13,344,130,203,0,1000000,1
255965,,255966,1,27,197,28,301,148,124,0,81999992,1
255994,,255995,1,50,49,19,350,165,180,0,0,1
256029,,256030,1,68,365,42,353,159,184,0,274000000,1
256142,,256143,1,68,688,59,338,150,180,0,9000000,1
256192,,256193,1,45,249,19,337,157,165,0,40999996,1
256233,,256234,1,50,134,30,359,164,186,0,29000002,1
256402,,256403,1,58,662,40,329,138,153,0,13000000,1
256409,,256410,1,45,559,29,338,148,161,0,37000004,1
256510,,256511,1,36,261,29,310,148,131,0,74000000,1
256523,,256524,1,45,665,33,337,144,160,0,53000000,1
256588,,256589,1,68,551,61,335,148,180,0,13000000,1
256628,,256629,1,37,272,29,313,148,134,0,72000000,1
256727,,256728,1,1,9,30,216,137,58,0,1000000,1
256838,,256839,1,188,1466,20,311,111,193,0,2000000,1
256846,,256847,1,188,1962,15,281,87,202,0,26000000,1
256948,,256949,1,188,1825,13,296,97,210,0,49000000,1
257014,,257015,1,50,179,30,359,165,184,0,26000000,1
257101,,257102,1,50,46,16,347,165,177,0,0,1
257188,,257189,1,50,72,16,344,164,172,0,0,1
257311,,257312,2,50,74,22,355,165,186,0,1000000,1
257338,,257339,1,68,561,46,349,161,184,0,2000000,1
257698,,257699,1,188,1968,14,296,98,207,0,9000000,1
257924,,257925,1,11,188,44,207,129,52,0,201999984,1
257989,,257990,1,50,71,21,354,166,185,0,1000000,1
258103,,258104,1,50,48,18,352,166,181,0,1000000,1
258106,,258107,1,50,53,19,353,166,183,0,0,1
258120,,258121,1,50,91,24,357,166,185,0,4999999,1
258218,,258219,1,50,61,16,349,165,178,0,1000000,1
258266,,258267,1,188,1784,16,292,98,200,0,90000000,1
258302,,258303,1,46,667,48,310,131,133,0,25000000,1
258435,,258436,1,58,997,47,327,130,155,0,157000000,1
258460,,258461,1,50,48,17,352,166,181,0,0,1
258570,,258571,2,50,47,16,351,166,179,0,0,1
258702,,258703,1,50,48,17,352,167,181,0,0,1
258842,,258843,1,50,230,36,355,164,187,0,25000000,1
258922,,258923,1,45,604,30,346,144,169,0,33999996,1
258957,,258958,1,50,208,35,356,164,187,0,13000000,1
258961,,258962,1,68,311,39,355,164,187,0,79999992,1
258966,,258967,1,68,300,40,354,166,187,0,229000000,1
258968,,258969,1,68,305,42,353,165,187,0,241000000,1
259016,,259017,1,45,559,40,323,138,136,0,36000000,1
259045,,259046,1,50,104,15,346,163,173,0,0,1
259081,,259082,1,68,245,34,356,164,186,0,9000000,1
259094,,259095,1,24,785,57,338,154,183,0,348999968,1
259126,,259127,1,12,358,48,269,131,96,0,85000008,1
259172,,259173,2,50,112,15,347,163,173,0,0,1
259314,,259315,1,50,70,20,356,167,187,0,1000000,1
259334,,259335,1,50,181,31,359,167,188,0,26000000,1
259454,,259455,1,50,103,27,359,168,186,0,0,1
259584,,259585,1,24,688,57,337,154,183,0,243999984,1
259648,,259649,1,45,405,21,346,150,163,0,2000000,1
259676,,259677,1,50,70,19,354,167,184,0,1000000,1
259811,,259812,1,50,137,29,359,168,187,0,4999999,1
259947,,259948,1,17,776,70,240,113,83,0,40000000,1
260087,,260088,1,45,663,30,343,143,158,0,19999998,1
260091,,260092,1,45,394,20,347,151,163,0,8000000,1
260198,,260199,1,24,436,32,337,146,141,0,305000032,1
260368,,260369,1,24,972,61,331,148,183,0,565000000,1
260511,,260512,1,24,397,32,337,145,141,0,324999968,1
260547,,260548,2,50,48,16,352,168,181,0,0,1
260568,,260569,1,68,292,39,354,166,189,0,49000000,1
260573,,260574,1,68,334,49,348,163,188,0,218000000,1
260804,,260805,1,17,709,67,240,114,81,0,163999984,1
261090,,261091,1,50,153,32,357,168,188,0,4999999,1
261271,,261272,1,45,674,34,345,140,164,0,65000000,1
261422,,261423,1,50,133,30,357,169,188,0,0,1
261423,,261424,1,50,147,31,357,169,187,0,0,1
261443,,261444,1,24,682,58,340,157,189,0,1043999936,1
261571,,261572,1,19,89,26,271,144,92,0,2000000,1
261718,,261719,1,50,177,16,351,162,177,0,1000000,1
261843,,261844,1,50,60,17,355,169,186,0,1000000,1
262057,,262058,1,50,165,29,357,170,188,0,1000000,1
262112,,262113,1,24,689,38,337,135,153,0,256000000,1
262139,,262140,1,50,127,15,351,166,178,0,33999996,1
262523,,262524,1,24,649,35,338,137,151,0,297999968,1
262645,,262646,1,50,67,15,352,168,183,0,25000000,1
262784,,262785,1,50,169,32,357,170,189,0,16000000,1
262837,,262838,1,24,747,43,333,131,154,0,135999984,1
262840,,262841,1,58,1200,59,313,117,150,0,37000004,1
262846,,262847,1,45,737,39,344,137,168,0,149000000,1
262874,,262875,1,50,59,17,355,169,186,0,13000000,1
262967,,262968,1,50,89,15,352,168,182,0,74000000,1
263150,,263151,1,45,608,34,348,142,170,0,220999984,1
263160,,263161,1,50,92,14,353,168,182,0,57999996,1
263244,,263245,1,45,564,28,352,149,174,0,145000000,1
263353,,263354,1,50,72,14,352,169,183,0,16999998,1
263471,,263472,1,50,92,25,355,169,189,0,1000000,1
263542,,263543,1,50,138,15,353,167,182,0,0,1
263547,,263548,1,50,78,14,352,169,183,0,45000004,1
263548,,263549,1,50,75,14,352,169,182,0,33999996,1
263566,,263567,1,50,66,18,355,169,188,0,0,1
263722,,263723,1,50,164,16,353,167,181,0,1000000,1
263813,,263814,1,45,261,19,356,163,183,0,8000000,1
263906,,263907,1,58,1216,64,308,114,153,0,205000000,1
264281,,264282,1,24,428,29,331,142,141,0,194000016,1
264304,,264305,1,45,732,44,341,136,171,0,37000004,1
264330,,264331,1,50,60,15,357,171,188,0,2000000,1
264409,,264410,1,45,810,54,327,126,163,0,40000000,1
264421,,264422,1,50,87,14,353,170,185,0,9000000,1
264640,,264641,1,50,77,22,353,169,188,0,1000000,1
264848,,264849,1,50,117,28,354,170,185,0,0,1
264854,,264855,1,68,517,51,348,163,186,0,26000000,1
265136,,265137,2,50,61,15,358,171,186,0,1000000,1
265148,,265149,1,50,76,20,354,169,190,0,0,1
265181,,265182,1,31,408,36,275,130,94,0,364999968,1
265292,,265293,1,35,798,52,264,117,94,0,793000000,1
265301,,265302,1,31,550,33,285,133,103,0,152999984,1
265381,,265382,1,24,516,51,356,169,190,0,225000000,1
265490,,265491,1,68,306,37,351,167,185,0,4999999,1
265508,,265509,1,8,462,43,252,124,81,0,1180999936,1
265533,,265534,1,37,284,23,323,147,137,0,137000000,1
265642,,265643,1,27,164,18,302,148,118,0,33999996,1
265823,,265824,1,68,756,51,346,159,187,0,220999984,1
265864,,265865,1,24,444,29,339,143,152,0,578000000,1
266004,,266005,1,50,86,14,362,173,190,0,10000000,1
266063,,266064,1,31,404,28,280,134,98,0,243999984,1
266097,,266098,1,50,133,14,362,173,188,0,89000008,1
266112,,266113,1,50,77,20,353,169,189,0,0,1
266127,,266128,1,68,453,51,351,164,187,0,19999998,1
266140,,266141,1,8,649,43,265,122,91,0,746000000,1
266284,,266285,1,24,656,38,346,140,167,0,585000000,1
266379,,266380,1,24,366,24,336,149,150,0,628000000,1
266469,,266470,1,46,501,35,302,131,119,0,170000016,1
266493,,266494,1,24,595,37,347,141,168,0,541000000,1
266515,,266516,2,50,63,18,354,169,189,0,1000000,1
266776,,266777,1,31,366,26,294,137,111,0,264999984,1
266821,,266822,1,50,100,14,365,176,189,0,60999996,1
266846,,266847,1,58,1106,52,325,141,181,0,212000000,1
266931,,266932,2,50,92,23,352,171,186,0,0,1
267008,,267009,1,50,175,16,365,174,186,0,4000000,1
267417,,267418,1,24,751,45,335,132,157,0,605000000,1
267564,,267565,1,50,229,29,356,172,181,0,10000000,1
267620,,267621,1,24,961,55,321,123,156,0,416000000,1
267681,,267682,1,188,1401,23,302,117,192,0,1000000,1
267969,,267970,1,50,224,30,359,172,184,0,25000000,1
268020,,268021,1,24,689,39,341,138,160,0,377000032,1
268022,,268023,1,24,682,43,337,134,159,0,319999968,1
268053,,268054,1,50,32,14,362,173,190,0,0,1
268139,,268140,1,45,379,24,363,161,184,0,16000000,1
268357,,268358,1,50,33,14,363,173,191,0,0,1
268490,,268491,1,45,351,38,357,170,186,0,50000000,1
268536,,268537,1,24,615,38,338,138,155,0,410000000,1
268567,,268568,2,50,52,13,366,176,190,0,0,1
268719,,268720,1,8,403,27,259,128,86,0,1299999872,1
268755,,268756,1,45,557,31,353,149,169,0,96999992,1
268917,,268918,1,68,678,45,348,162,186,0,81000000,1
268959,,268960,1,24,424,30,343,147,156,0,448999968,1
269015,,269016,2,50,79,19,356,172,188,0,0,1
269149,,269150,1,8,203,17,245,130,74,0,1124999936,1
269342,,269343,3,50,70,18,357,172,189,0,0,1
269483,,269484,1,188,1606,28,283,105,183,0,1000000,1
269557,,269558,1,50,91,19,357,173,188,0,0,1
269587,,269588,1,8,221,16,246,133,75,0,796999936,1
269919,,269920,1,45,707,41,342,141,170,0,145000000,1
270011,,270012,1,45,563,35,349,146,165,0,10000000,1
270078,,270079,1,8,415,24,255,129,84,0,490000000,1
270223,,270224,1,45,568,31,356,152,176,0,146000000,1
270256,,270257,1,50,84,16,359,172,192,0,1000000,1
270361,,270362,1,50,59,15,360,172,192,0,0,1
270397,,270398,1,8,524,33,276,130,99,0,332999968,1
270412,,270413,1,18,300,28,325,145,136,0,1059999936,1
270497,,270498,1,8,331,28,261,129,87,0,305000032,1
270589,,270590,1,50,94,19,359,174,189,0,2000000,1
270654,,270655,1,45,609,32,353,150,174,0,101000008,1
270766,,270767,1,45,588,35,352,148,174,0,144000000,1
270819,,270820,1,8,17,8,227,138,62,0,276999968,1
270895,,270896,1,50,146,22,363,177,189,0,4000000,1
270908,,270909,1,45,767,39,350,162,189,0,40999996,1
271035,,271036,1,24,247,27,340,151,148,0,697000000,1
271119,,271120,1,50,185,23,365,179,189,0,16999998,1
271217,,271218,1,50,74,16,359,173,192,0,1000000,1
271247,,271248,1,58,1058,45,317,136,176,0,145000000,1
271484,,271485,1,18,381,38,310,139,124,0,557000000,1
271507,,271508,1,45,476,30,356,154,174,0,52000000,1
271677,,271678,1,9,169,19,241,137,72,0,40000000,1
271862,,271863,1,50,147,20,363,177,192,0,36000000,1
271878,,271879,1,9,75,16,230,137,63,0,19999998,1
271886,,271887,1,31,499,42,286,131,106,0,163999984,1
272034,,272035,1,50,152,17,361,168,182,0,0,1
272042,,272043,2,50,71,14,360,171,188,0,1000000,1
272433,,272434,1,24,350,31,348,152,157,0,289000000,1
272445,,272446,1,45,514,35,347,148,170,0,13000000,1
272561,,272562,1,50,68,14,360,171,191,0,1000000,1
272769,,272770,1,50,111,16,361,176,192,0,40999996,1
272904,,272905,1,5,351,37,268,138,89,0,81000000,1
272934,,272935,1,50,136,16,359,168,185,0,10000000,1
273016,,273017,1,45,618,37,342,146,162,0,162000000,1
273074,,273075,1,58,1008,39,338,154,184,0,85000008,1
273095,,273096,1,18,367,39,331,145,139,0,925000000,1
273130,,273131,1,50,85,14,359,170,187,0,8000000,1
273299,,273300,1,45,363,27,353,156,173,0,25000000,1
273340,,273341,1,190,195,19,364,179,192,0,53000000,1
273342,,273343,1,190,244,21,367,181,194,0,229000000,1
273347,,273348,1,190,372,26,366,179,192,0,157000000,1
273537,,273538,1,50,125,16,362,177,193,0,8000000,1
273668,,273669,1,31,400,51,287,133,106,0,353000032,1
273830,,273831,1,50,94,14,359,174,194,0,4999999,1
274230,,274231,1,45,656,30,357,169,190,0,65000000,1
274602,,274603,1,50,92,13,356,172,192,0,9000000,1
274625,,274626,1,58,804,37,337,154,183,0,45000004,1
274812,,274813,1,190,268,19,363,178,194,0,145000000,1
274911,,274912,1,50,155,15,361,177,194,0,16000000,1
275230,,275231,1,45,412,25,348,158,176,0,100000000,1
275232,,275233,1,45,324,23,349,159,176,0,81999992,1
275568,,275569,1,50,181,17,352,166,182,0,0,1
275640,,275641,1,8,484,52,288,135,107,0,1157000064,1
275661,,275662,1,24,617,39,329,143,155,0,637000000,1
275698,,275699,1,50,93,13,356,173,193,0,16999998,1
275883,,275884,1,18,611,45,313,138,132,0,1488999936,1
275991,,275992,1,15,94,46,259,148,71,0,936000000,1
276102,,276103,1,15,62,44,249,147,65,0,857000000,1
276144,,276145,1,45,542,33,339,150,172,0,89000008,1
276355,,276356,1,58,834,42,324,140,161,0,324999968,1
276599,,276600,1,58,1280,37,307,130,171,0,101000008,1
276777,,276778,1,50,91,12,356,173,194,0,8000000,1
277321,,277322,1,18,701,46,311,137,141,0,1555999872,1
277629,,277630,1,5,262,42,262,142,80,0,197000000,1
277637,,277638,1,31,516,43,296,141,115,0,512000032,1
277645,,277646,1,61,680,42,317,141,148,0,1010000064,1
277920,,277921,1,45,402,24,344,161,181,0,90000000,1
277969,,277970,1,18,469,41,306,144,127,0,873000064,1
278102,,278103,1,50,103,13,358,180,192,0,0,1
278122,,278123,1,192,1025,30,325,146,179,0,356000032,1
278501,,278502,1,18,442,41,300,143,120,0,657000000,1
278618,,278619,1,24,609,36,326,149,161,0,545000000,1
278652,,278653,2,50,108,14,360,185,188,0,0,1
278732,,278733,1,50,105,14,359,184,189,0,0,1
278798,,278799,1,24,646,38,322,146,157,0,684999936,1
278846,,278847,1,190,223,17,370,189,191,0,16000000,1
279006,,279007,1,45,394,23,343,163,182,0,45000004,1
279160,,279161,1,18,597,43,296,142,121,0,680000064,1
279448,,279449,1,50,184,15,352,176,189,0,4000000,1
279479,,279480,1,9,51,28,225,141,61,0,18000000,1
279488,,279489,1,31,481,47,277,136,105,0,144000000,1
279542,,279543,1,50,95,15,358,185,185,0,1000000,1
279615,,279616,1,50,235,17,350,173,188,0,10000000,1
279624,,279625,1,50,92,15,357,185,183,0,1000000,1
279763,,279764,1,61,612,41,314,146,148,0,1261000064,1
280205,,280206,1,190,130,16,361,187,184,0,4000000,1
280242,,280243,1,61,736,52,287,131,126,0,1237000064,1
280335,,280336,1,61,762,50,292,135,128,0,1468999936,1
280359,,280360,1,45,630,36,325,150,167,0,169000000,1
280424,,280425,1,21,437,40,287,147,108,0,697000000,1
280501,,280502,1,11,188,34,222,136,58,0,193000016,1
280526,,280527,1,61,1442,64,257,104,124,0,2079999872,1
280547,,280548,1,24,805,41,315,143,160,0,234000000,1
280584,,280585,1,4,64,27,209,138,51,0,149000000,1
280588,,280589,1,11,167,31,213,136,53,0,194000016,1
280902,,280903,1,50,181,19,349,177,180,0,57999996,1
280903,,280904,1,50,173,19,349,177,178,0,53000000,1
281050,,281051,1,61,1263,56,277,122,130,0,2041000192,1
281165,,281166,1,45,339,25,342,167,178,0,40000000,1
281181,,281182,1,190,344,22,353,175,185,0,40000000,1
281291,,281292,1,11,231,36,228,137,64,0,125000000,1
281480,,281481,1,1,61,28,214,140,54,0,13000000,1
281518,,281519,1,61,872,48,301,137,145,0,1200999936,1
281880,,281881,1,58,878,37,310,140,163,0,205000000,1
281996,,281997,1,1,60,28,216,142,52,0,1000000,1
282113,,282114,1,61,981,48,295,133,146,0,969999936,1
282149,,282150,1,11,232,37,207,133,49,0,8000000,1
282327,,282328,1,3,171,37,237,141,69,0,231999984,1
282388,,282389,1,11,356,38,215,134,56,0,26000000,1
282454,,282455,1,11,207,39,216,133,56,0,40000000,1
282581,,282582,1,61,1297,48,277,118,143,0,809999936,1
282831,,282832,1,58,1167,28,295,129,166,0,67999992,1
282947,,282948,1,61,1167,48,281,123,144,0,1082000128,1
283023,,283024,1,58,1140,24,313,141,175,0,117000008,1
283115,,283116,1,15,306,41,240,140,72,0,580000000,1
283129,,283130,1,31,305,40,284,155,105,0,289000000,1
